{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01301|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01302|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01303|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01304|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01305|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01306|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01307|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01308|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01368|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01369|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01370|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01371|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01372|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01373|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01374|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01375|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01376|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01377|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01378|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01379|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01380|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01381|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01382|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01383|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01384|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01385|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01386|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01387|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01388|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01389|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01390|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01391|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01392|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01393|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01394|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01395|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
{'source_addr_long': '\x00\x13\xa2\x00@\xa2\xbd\xb3', 'rf_data': 'T|TuppSatA|01396|164937|N|53.30889|W|6.22366|1.30|38.60|-0.000|-0.000|0.0000', 'source_addr': '\xff\xfe', 'id': 'rx', 'options': '\x02'}
